,dept,title,url,button,pdf_count,pdf_urls,ext_link_count,ext_links
372,fss,Youth Activities in Chicago,https://www.cityofchicago.org/content/city/en/depts/fss/provdrs/youth/svcs/how_to_find_youthactivitiesinchicago.html,False,0,,1,http://www.afterschoolchicago.org/locator.html
373,cdph,How to Obtain a Medical Record,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/data_reports_and_administration/svcs/how-to-obtain-a-medical-record.html,False,4,https://www.cityofchicago.org/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf | https://www.cityofchicago.org/content/dam/city/depts/cdph/CDPH/REV_AuthRelOfInfo_7142016.pdf | https://www.cityofchicago.org/content/dam/city/depts/cdph/CDPH/Cost_Estimator_portrait.pdf | https://www.cityofchicago.org/content/dam/city/depts/cdph/CDPH/LocateClinic_ServiceReqMedicalRec_92017.pdf,4,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001jsw_pnV76tUmSNJOdEkYeA%253D%253D | http://www.cookcountyclerk.com/vitalrecords/Pages/default.aspx | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://www.stopzikachicago.org/
375,fin,Services,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/payment_processingdivision/svcs.html,False,0,,0,
379,fin,Services,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/tax_division/svcs.html,False,0,,0,
381,other,Services,https://www.cityofchicago.org/content/city/en/depts/other/provdrs/cta/svcs.html,False,0,,0,
384,dgs,Services,https://www.cityofchicago.org/content/city/en/depts/dgs/provdrs/asset_management/svcs.html,False,0,,0,
386,dps,Services,https://www.cityofchicago.org/content/city/en/depts/dps/provdrs/auction/svcs.html,False,0,,0,
390,cdph,Liquid Waste Fee,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/inspections_and_permitting/svcs/pay_liquid_wastefee.html,False,3,https://www.cityofchicago.org/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf | https://www.cityofchicago.org/content/dam/city/depts/cdph/environmental_health_and_food/LiquidWasteFeeMLW2015_Jan112016.pdf | https://www.cityofchicago.org/content/dam/city/depts/cdph/CDPH/Accreditation/LiquidWasteFeeRules.pdf,5,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001jsw_pnV76tUmSNJOdEkYeA%253D%253D | http://www.cookcountyclerk.com/vitalrecords/Pages/default.aspx | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://www.stopzikachicago.org/ | https://get.adobe.com/reader/
391,fin,Utility Bill,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/utility_billing/svcs/utility-bill.html,True,1,https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/PaymentProcessing/EZ_Pay_Station_Locations.pdf,1,https://webapps1.cityofchicago.org/WaterPaymentsWeb
393,cchr,Services,https://www.cityofchicago.org/content/city/en/depts/cchr/provdrs/discrim/svcs.html,False,0,,0,
396,oem,Services,https://www.cityofchicago.org/content/city/en/depts/oem/provdrs/emerg_mang/svcs.html,False,0,,0,
398,other,Services,https://www.cityofchicago.org/content/city/en/depts/other/provdrs/cpd/svcs.html,False,0,,0,
400,mopd,Services,https://www.cityofchicago.org/content/city/en/depts/mopd/provdrs/resource/svcs.html,False,0,,0,
403,bacp,Services,https://www.cityofchicago.org/content/city/en/depts/bacp/provdrs/vehic/svcs.html,False,0,,0,
405,cdph,Services,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/inspections_and_permitting/svcs.html,False,0,,0,
407,mopd,MOPD Youth in Transition Summits,https://www.cityofchicago.org/content/city/en/depts/mopd/provdrs/emp/svcs/youth_summits.html,False,0,,3,https://www.eventbrite.com/e/mopd-wipa-youth-job-readiness-workshop-tickets-32503079586?aff=utm_source%253Deb_email%2526utm_medium%253Demail%2526utm_campaign%253Dnew_event_email&utm_term=eventurl_text | https://www.eventbrite.com/e/mopd-wipa-youth-job-readiness-workshop-tickets-32503079586?aff=utm_source%253Deb_email%2526utm_medium%253Demail%2526utm_campaign%253Dnew_event_email&utm_term=eventurl_text | https://www.eventbrite.com/e/mopd-wipa-youth-job-readiness-workshop-tickets-32503079586?aff=utm_source%253Deb_email%2526utm_medium%253Demail%2526utm_campaign%253Dnew_event_email&utm_term=eventurl_text
408,ethics,Electronic Lobbyist Filing System (ELF),https://www.cityofchicago.org/content/city/en/depts/ethics/provdrs/lobby/svcs/electronic_lobbyistfilingsystem.html,True,0,,2,http://webapps1.cityofchicago.org/elf/index.html | https://www.google.com/maps/dir/740+N.+Sedgwick+St.%2C+Chicago%2C+IL%2C+60654-8488++++++++++++++++++++++++++++++++Office+Hours+8%3A30+AM+-+4%3A30+PM
409,mopd,Disability Mentoring Day,https://www.cityofchicago.org/content/city/en/depts/mopd/provdrs/youth/svcs/disability_mentoringday.html,False,0,,1,https://www.google.com/maps/dir/121+N.+LaSalle+Street%2C+Chicago%2C+IL%2C+60602
410,mopd,One Summer Chicago,https://www.cityofchicago.org/content/city/en/depts/mopd/provdrs/youth/svcs/One_Summer_Chicago.html,True,0,,2,http://www.onesummerchicago.org/ | http://www.onesummerchicago.org/
411,streets,To Nominate Tree of the Year,https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/forestry/svcs/top_ten_trees_andtreeoftheyear.html,False,2,https://www.cityofchicago.org/content/dam/city/depts/streets/supp_info/Forestry/2012TreeoftheYear8x11Brochure.pdf | https://www.cityofchicago.org/content/dam/city/depts/streets/supp_info/Forestry/2012ChicagoTopTenNominationForm.pdf,1,http://mailto:jlough@cityofchicago.org
412,other,Enroll Your Child in a School,https://www.cityofchicago.org/content/city/en/depts/other/provdrs/cps/svcs/enroll_in_a_school.html,False,0,,1,http://www.cps.edu/Schools/Enroll_in_a_school/Pages/Enrollinaschool.aspx
413,cpd,Your Organization for Mailing List,https://www.cityofchicago.org/content/city/en/depts/cpd/provdrs/police_services/svcs/get_on_the_city_smailinglist.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=MAILFILE&invSRDesc=Mailfile&locreq=Y&stnumreqd=Y
417,bacp,Services,https://www.cityofchicago.org/content/city/en/depts/bacp/provdrs/consumer/svcs.html,False,0,,0,
421,bacp,Services,https://www.cityofchicago.org/content/city/en/depts/bacp/provdrs/pros_adj/svcs.html,False,0,,0,
423,dps,Services,https://www.cityofchicago.org/content/city/en/depts/dps/provdrs/comp/svcs.html,False,0,,0,
425,cdot,Services,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/street/svcs.html,False,0,,0,
427,cacc,Services,https://www.cityofchicago.org/content/city/en/depts/cacc/provdrs/animal_control_andrescue/svcs.html,False,0,,0,
429,cdot,Alley Lights,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/street/svcs/request_alley_lights.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=SFA&invSRDesc=Alley%20Light%20Out&locreq=Y&stnumreqd=Y
430,cdot,Alley Pothole,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/street/svcs/report_an_alley_pothole.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=PHB&invSRDesc=Alley%20Pot%20Hole&locreq=Y
431,streets,"Dead Animal Pick Up, Rodent Control",https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/rodent/svcs/dead_animals.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=SGQ&invSRDesc=Dead%20Animal&locreq=Y
432,bldgs,Building Violation,https://www.cityofchicago.org/content/city/en/depts/bldgs/provdrs/inspect/svcs/report_a_buildingviolation.html,True,0,,1,http://311request.cityofchicago.org/reports/new?service_id=4fd3bd72e750846c530000cd
433,bldgs,Buildings - No Permit or Construction Violation,https://www.cityofchicago.org/content/city/en/depts/bldgs/provdrs/inspect/svcs/no_building_permitcontructionviolation.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=BBD&invSRDesc=No%20Building%20Permit%20&%20Construction%20Violations&locreq=Y&stnumreqd=Y
434,fin,Bulk Sales Notice,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/tax_division/svcs/file_a_bulk_salesnotice.html,False,2,https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxApplicationandAffidavitForms/BulkSalesNotice.pdf | https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxApplicationandAffidavitForms/POA2012_Finance.pdf,2,http://mailto:bulksales@cityofchicago.org? | http://mailto:bulksales@cityofchicago.org?
435,bacp,Cable TV Complaint,https://www.cityofchicago.org/content/city/en/depts/bacp/provdrs/cable_comm/svcs/cable_televisioncomplaint.html,True,1,https://www.cityofchicago.org/content/dam/city/depts/bacp/cablecommunications/cableandvideocustomerprotectionlaw2013.pdf,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=OCC&invSRDesc=Cable%20TV%20Complaint&locreq=N
436,other,City Vehicle Sticker Violation,https://www.cityofchicago.org/content/city/en/depts/other/provdrs/clerk/svcs/city_vehicle_stickerviolation.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=QAC&invSRDesc=City%20Vehicle%20Sticker%20Violation&locreq=N&stnumreqd=N
437,igo,Make A Complaint About Hiring,https://www.cityofchicago.org/content/city/en/depts/igo/provdrs/investigations/svcs/complaint_about_hiring.html,True,0,,1,http://www.chicagoinspectorgeneral.org/shakman.html
438,igo,"Make a Complaint of Waste, Fraud, Abuse, or Inefficiency in City Government",https://www.cityofchicago.org/content/city/en/depts/igo/provdrs/investigations/svcs/file_complaint_aboutwastefraudabuseorinefficiencyincitygovernmen.html,True,0,,1,http://chicagoinspectorgeneral.org/get-involved/fight-waste-fraud-and-abuse/
439,bacp,Consumer Fraud Complaint,https://www.cityofchicago.org/content/city/en/depts/bacp/provdrs/consumer/svcs/consumer_fraud_complaint.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=CSF&invSRDesc=Consumer%20Fraud&locreq=Y
440,streets,Dead or Damaged Trees,https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/forestry/svcs/dead_or_damaged_trees.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=SEE&invSRDesc=Tree%20Removal&locreq=Y&stnumreqd=Y
441,cpd,Drug Trafficking,https://www.cityofchicago.org/content/city/en/depts/cpd/provdrs/police_services/svcs/help_chicago_policefightdrugtrafficking.html,True,0,,1,https://webapps1.cityofchicago.org/eforms/org/cityofchicago/drugTrafficking/index.jsp
442,streets,Emerald Ash Borer,https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/forestry/svcs/emeral_ash_borerpestofashtrees.html,False,0,,0,
443,cdph,Environmental Complaint,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/inspections_and_permitting/svcs/report_an_environmentalcomplaint.html,False,1,https://www.cityofchicago.org/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf,4,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001jsw_pnV76tUmSNJOdEkYeA%253D%253D | http://www.cookcountyclerk.com/vitalrecords/Pages/default.aspx | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://www.stopzikachicago.org/
444,ethics,File an Ethics Complaint,https://www.cityofchicago.org/content/city/en/depts/ethics/provdrs/reg/svcs/complaints.html,False,0,,1,https://www.google.com/maps/dir/740+N.+Sedgwick+St.%2C+Chicago%2C+IL%2C+60654-8488++++++++++++++++++++++++++++++++Office+Hours+8%3A30+AM+-+4%3A30+PM
445,cdph,Food Establishment Complaint,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/inspections_and_permitting/svcs/restaurant_complaint.html,True,1,https://www.cityofchicago.org/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf,5,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001jsw_pnV76tUmSNJOdEkYeA%253D%253D | http://www.cookcountyclerk.com/vitalrecords/Pages/default.aspx | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://www.stopzikachicago.org/ | https://www.foodbornechicago.org/
446,dol,Freedom of Information Request,https://www.cityofchicago.org/content/city/en/depts/dol/provdrs/foia/svcs/file_a_foia_request.html,False,1,https://www.cityofchicago.org/content/dam/city/progs/FOIA/GeneralFOIAFormforDepts.pdf,0,
447,bldgs,Gang & Drug Building,https://www.cityofchicago.org/content/city/en/depts/bldgs/provdrs/inspect/svcs/drug_gang_buildings.html,False,0,,0,
448,cdph,"Illegal Fly Dumping, Trash Dumping",https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/inspections_and_permitting/svcs/report_an_illegaldumping.html,False,1,https://www.cityofchicago.org/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf,4,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001jsw_pnV76tUmSNJOdEkYeA%253D%253D | http://www.cookcountyclerk.com/vitalrecords/Pages/default.aspx | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://www.stopzikachicago.org/
449,cdph,Illegal Sale of Tobacco Products to a Youth,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/behavioral_health/svcs/report_a_illegalsaleoftobaccoproductstoayouth.html,False,1,https://www.cityofchicago.org/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf,4,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001jsw_pnV76tUmSNJOdEkYeA%253D%253D | http://www.cookcountyclerk.com/vitalrecords/Pages/default.aspx | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://www.stopzikachicago.org/
450,bacp,Liquor License Violation Complaint,https://www.cityofchicago.org/content/city/en/depts/bacp/provdrs/pros_adj/svcs/liquor_license_violationcomplaint.html,True,1,https://www.cityofchicago.org/content/dam/city/depts/bacp/adjudication/liquorcomplaintform.pdf,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=LIQUORCO&invSRDesc=Liquor%20License%20Violation%20Complaints&locreq=Y&stnumreqd=Y
451,streets,"Litter, Trash, Garbage",https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/streets_san/svcs/anti-litter_-_everylitterbithurts.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=SCB&invSRDesc=Sanitation%20Code%20Violation&locreq=Y
452,water,Low Water Pressure,https://www.cityofchicago.org/content/city/en/depts/water/provdrs/ops/svcs/lowwaterpressure.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=WBK&invSRDesc=Low%20Pressure&locreq=Y
453,cdot,Traffic Siginals/Traffic Lights,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/traffic_signals_andstreetlights/svcs/traffic_signals.html,False,0,,0,
454,cdot,Missing or Damaged Sign,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/traffic_signals_andstreetlights/svcs/report_a_missingdamagedstreetsignothersigns.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=PCE&invSRDesc=Other%20Signs&locreq=Y
455,cdot,Missing/Damaged One Way Sign,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/traffic_signals_andstreetlights/svcs/report_a_missingdamagedonewaysign.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=PCC&invSRDesc=One%20Way%20Sign&locreq=Y
456,fin,Missing/Damaged Parking Meters,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/parking_and_redlightcitationadministration/svcs/report_missing_ordamagedparkingmeters.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=PARKFEBK&invSRDesc=Parking%20Meter%20Business%20Feedback%20Form&locreq=N&stnumreqd=N
457,cdot,Missing/Damaged Stop Sign,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/traffic_signals_andstreetlights/svcs/report_a_missingdamagedstopsign.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=PCB&invSRDesc=Stop%20Sign&locreq=Y
458,fin,MyDec - Real Property Transfer Tax,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/tax_division/svcs/ez_dec.html,True,2,https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxSupportingInformation/URPORULING5.pdf | https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxRulingsandRegulations/URPORuling2.pdf,4,https://mytax.illinois.gov/mydec/_/ | http://mailto:taxpolicy@cityofchicago.org? | https://youtu.be/43DLpY6xYC0 | https://mytax.illinois.gov/MyDec/_/
459,cdph,Opioid Use,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/behavioral_health/svcs/opioid-use.html,False,1,https://www.cityofchicago.org/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf,13,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001jsw_pnV76tUmSNJOdEkYeA%253D%253D | http://www.cookcountyclerk.com/vitalrecords/Pages/default.aspx | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://www.stopzikachicago.org/ | https://www.chicagohan.org/opioids | https://www.walgreens.com/storelocator/find.jsp?RxDisposal=true | http://www.ilga.gov/legislation/BillStatus.asp?DocNum=1&GAID=13&DocTypeID=HB&SessionID=88&GA=99 | http://prescribetoprevent.org/prescribers/palliative/ | http://www.anypositivechange.org/slt.html | http://prescribetoprevent.org/patient-education/videos-for-download/ | http://prescribetoprevent.org/patient-education/videos/ | https://store.samhsa.gov/shin/content/SMA16-4993/SMA16-4993.pdf | https://findtreatment.samhsa.gov/
460,cdph,Pushcart Food Vendor,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/inspections_and_permitting/svcs/pushcart_food_vendorcomplaintform.html,True,1,https://www.cityofchicago.org/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf,5,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001jsw_pnV76tUmSNJOdEkYeA%253D%253D | http://www.cookcountyclerk.com/vitalrecords/Pages/default.aspx | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://www.stopzikachicago.org/ | https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=CORNVEND&invSRDesc=Pushcart%20Food%20Vendor&locreq=Y
461,bacp,Restaurant Complaint,https://www.cityofchicago.org/content/city/en/depts/bacp/provdrs/consumer/svcs/restaurant_complaint.html,True,0,,1,http://311request.cityofchicago.org/reports/new?service_id=4fd6e4ece750840569000019
462,streets,"Rodent Baiting, Rodent Control",https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/rodent/svcs/rodent_baiting.html,True,0,,1,http://311request.cityofchicago.org/reports/new?service_id=4fd3b9bce750846c5300004a
463,streets,Sanitation Code Violation,https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/streets_san/svcs/sanitation_ordinance.html,True,0,,3,http://chicityclerk.com/legislation-records/municipal-code/ | http://www.amlegal.com/nxt/gateway.dll/Illinois/chicago_il/municipalcodeofchicago?f=templates$fn=default.htm$3.0$vid=amlegal:chicago_il | https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=SCB&invSRDesc=Sanitation%20Code%20Violation&locreq=Y&stnumreqd=Y
464,cdph,Standing Water,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/health_protection/svcs/standing-water.html,True,1,https://www.cityofchicago.org/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf,5,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001jsw_pnV76tUmSNJOdEkYeA%253D%253D | http://www.cookcountyclerk.com/vitalrecords/Pages/default.aspx | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://www.stopzikachicago.org/ | https://servicerequest.cityofchicago.org/web_intake_chic/Controller
465,cdot,Street Light Out,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/traffic_signals_andstreetlights/svcs/street_light_1_out.html,True,0,,1,http://311request.cityofchicago.org/reports/new?service_id=4ffa9f2d6018277d400000c8
466,cdot,Street Light Pole Damaged,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/traffic_signals_andstreetlights/svcs/report_street_lightpoledamaged.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=SFK&invSRDesc=Light%20Pole%20Damage&locreq=Y
467,cdot,Street Light Pole Door Missing,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/traffic_signals_andstreetlights/svcs/report_street_lightpoledoormissing.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=SFQ&invSRDesc=Pole%20door%20missing&locreq=Y
468,cdot,Street Lights On Days,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/traffic_signals_andstreetlights/svcs/report_street_lightsondays.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=SFN&invSRDesc=Street%20Lights%20On%20Days&locreq=Y
470,streets,Tree Insects; Pests,https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/forestry/svcs/exotic_insect_pestoftrees.html,False,1,https://www.cityofchicago.org/content/dam/city/depts/streets/supp_info/ChicagovsALBrevised05.pdf,0,
471,bldgs,Porch Inspection,https://www.cityofchicago.org/content/city/en/depts/bldgs/provdrs/permit_proc/svcs/reportporch.html,True,0,,2,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=BPI&invSRDesc=Porch%20Inspection&locreq=Y | https://www.google.com/maps/dir/121+N.+LaSalle%2C+Chicago%2C+IL%2C+60602
472,bldgs,Report a Vacant Building,https://www.cityofchicago.org/content/city/en/depts/bldgs/provdrs/inspect/svcs/report_a_vacant_building.html,True,2,https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Inspections/Ordinance/VacantPropertyclean.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Inspections/VacantReg_Fee_Struct.pdf,1,https://ipiweb.cityofchicago.org/VBR
473,streets,Vacant Lot Cleanup,https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/street/svcs/vacant_lot_cleanup.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=SCT&invSRDesc=Clean%20Vacant%20Lot&locreq=N&stnumreqd=N
474,cdot,Viaduct Lighting; Repair Viaduct Lighting,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/traffic_signals_andstreetlights/svcs/viaduct_lighting.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=SFC&invSRDesc=Viaduct%20Lights%20Out&locreq=N&stnumreqd=N
475,water,Engineering Study,https://www.cityofchicago.org/content/city/en/depts/water/provdrs/engineer/svcs/engineering_studies.html,False,0,,0,
476,water,Water in Basement,https://www.cityofchicago.org/content/city/en/depts/water/provdrs/ops/svcs/waterbasement.html,True,0,,2,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=AAF&invSRDesc=Water%20in%20Basement&locreq=Y&stnumreqd=Y | https://www.google.com/maps/dir/333+S.+State+Street%2C+Chicago%2C+IL%2C+60604
477,water,Water in the Street,https://www.cityofchicago.org/content/city/en/depts/water/provdrs/ops/svcs/waterstreet.html,True,0,,2,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=AAE&invSRDesc=Water%20On%20Street&locreq=Y&stnumreqd=Y | https://www.google.com/maps/dir/333+S.+State+Street%2C+Chicago%2C+IL%2C+60604
479,ovdrs,Occupancy Capacity Sign Application,https://www.cityofchicago.org/city/en/depts/bldgs/provdrs/inspect/svcs/occupancy_capacitysigninformation.html,False,3,https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/SPR/RevCapSignApp.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/SPR/12513Capacity_Signs_Inst.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Miscforms/CapSignFloorplanSample.pdf,0,
481,streets,Services,https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/rodent/svcs.html,False,0,,0,
483,streets,Services,https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/graffiti_blasters/svcs.html,False,0,,0,
486,cdot,Services,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/bike/svcs.html,False,0,,0,
488,streets,Services,https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/streets_san/svcs.html,False,0,,0,
492,bacp,Schedule An Appointment With A Business Consultant,https://www.cityofchicago.org/content/city/en/depts/bacp/provdrs/bus/svcs/schedule_an_appointmentwithabusinessconsultant.html,True,0,,1,https://webapps1.cityofchicago.org/eforms/org/cityofchicago/busExpRequest/index.jsp
493,mopd,Analysis of Social Security Benefits ,https://www.cityofchicago.org/content/city/en/depts/mopd/provdrs/emp/svcs/benefits_analysis.html,False,0,,0,
494,mopd,Appointment to Meet with MOPD Preliminary Plan Review,https://www.cityofchicago.org/content/city/en/depts/mopd/provdrs/comply/svcs/pre-permit_plan_review.html,False,0,,0,
495,cdph,Communicable Disease Information,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/health_protection/svcs/communicable-disease-information.html,False,2,https://www.cityofchicago.org/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf | https://www.cityofchicago.org/content/dam/city/depts/cdph/infectious_disease/Communicable_Disease/ReportableDiseases_2017.pdf,17,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001jsw_pnV76tUmSNJOdEkYeA%253D%253D | http://www.cookcountyclerk.com/vitalrecords/Pages/default.aspx | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://www.stopzikachicago.org/ | http://portalhome.dph.illinois.gov/ | http://ilga.gov/commission/jcar/admincode/077/07700690sections.html | http://mailto:loretta.miller@cityofchicago.org | http://www.foodbornechicago.org/ | http://mailto:stephanie.black@cityofchicago.org | http://mailto:sarah.kemble@cityofchicago.org | http://mailto:massimo.pacilli@cityofchicago.org | https://www.chicagohan.org/icc/-/document_library_display/AXON/view/225203?_110_INSTANCE_AXON_redirect=https%3A%2F%2Fwww.chicagohan.org%2Ficc%3Fp_p_id%3D110_INSTANCE_AXON%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-1%26p_p_col_pos%3D1%26p_p_col_count%3D2 | https://www.chicagohan.org/web/han | https://www.cdc.gov/diseasesconditions/index.html | http://www.dph.illinois.gov/topics-services/lab-testing-services/general-requirements | http://www.dph.illinois.gov/topics-services/diseases-and-conditions/diseases-a-z-list/rabies/surveillance-map-2017 | http://www.dph.illinois.gov/topics-services/prevention-wellness/patient-safety-quality/cre/reporting
497,cdot,Do Not Enter Sign,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/traffic_signals_andstreetlights/svcs/report_a_missingdamageddonotentersign.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=PCD&invSRDesc=Do%20Not
498,cfd,Fire Safety Procedures For Hotel Desk Clerks,https://www.cityofchicago.org/content/city/en/depts/cfd/provdrs/prevent/svcs/fire_safety_proceduresforhoteldeskclerks.html,False,0,,0,
499,streets,Garbage Collection,https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/streets_san/svcs/grid_garbage_collection.html,False,0,,0,
